09-05 15:25:32.073 I/OPENHU  ( 2921): [2] AutomationReceiver.onReceive | AutomationReceiver: com.andrerinas.openheadunit.ACTION_LOG_MARKER
09-05 15:25:33.816 I/OPENHU  ( 2921): [2] 1.invokeSuspend | AapService: Mode requires WiFi Direct — ensuring hotspot is disabled first...
09-05 15:25:33.826 I/OPENHU  ( 2921): [2] HotspotManager.setHotspotEnabled | HotspotManager: Setting hotspot enabled=false (API 34, canWriteSettings=true)
09-05 15:25:33.842 I/OPENHU  ( 2921): [2] 1.invoke | WifiDirectManager: requestDeviceInfo success: 02:00:00:00:00:00
09-05 15:25:33.856 I/OPENHU  ( 2921): [2] WifiDirectManager.refreshNativeCredentials$lambda$19 | WifiDirectManager: refresh: a group was asked for 639ms ago and has not answered yet, so nothing is remade underneath it.
09-05 15:25:33.857 I/OPENHU  ( 2921): [2] WifiDirectManager.refreshNativeCredentials$lambda$19 | WifiDirectManager: refresh: asking again in 14861ms, once that create's grace is up.
09-05 15:25:34.347 I/OPENHU  ( 2921): [2] WifiDirectManager.createQuietGroup | WifiDirectManager: Attempting createGroup for Native AA (Attempt 0)...
09-05 15:25:34.349 I/OPENHU  ( 2921): [2] WifiDirectManager.createQuietGroup | WifiDirectManager: this unit's WiFi radio reports a 5 GHz band.
09-05 15:25:34.350 I/OPENHU  ( 2921): [2] WifiDirectManager.createQuietGroup | WifiDirectManager: Band preference is 5 GHz only, set by the user.
09-05 15:25:34.358 I/OPENHU  ( 2921): [2] WifiDirectManager.chooseNativeGroupIdentity | WifiDirectManager: group identity: asking for the kept network DIRECT-TX-Navegadortz2 again, so a phone that saved it can rejoin without being set up for a new one.
09-05 15:25:34.361 I/OPENHU  ( 2921): [2] WifiDirectManager.createQuietGroup | WifiDirectManager: Requesting Native AA P2P group on 5GHz band. Chosen by the user.
09-05 15:25:34.361 I/OPENHU  ( 2921): [2] WifiDirectManager.createQuietGroup | WifiDirectManager: 5 GHz channel is automatic, so the driver picks within the band.
09-05 15:25:34.387 I/OPENHU  ( 2921): [2] 1.onSuccess | WifiDirectManager: 5GHz createGroup SUCCESS!
09-05 15:25:34.402 I/wpa_supplicant( 1546): P2P-GROUP-STARTED p2p-wlan0-1 GO ssid="DIRECT-TX-Navegadortz2" freq=5805 go_dev_addr=42:60:10:2e:b9:3c [PERSISTENT]
09-05 15:25:34.495 I/OPENHU  ( 2921): [2] 1.onReceive | WifiDirectManager: Connected. Requesting info...
09-05 15:25:34.503 I/OPENHU  ( 2921): [2] WifiDirectManager.onConnectionInfoAvailable | WifiDirectManager: Group formed. Owner: true, GO IP: 192.168.49.1
09-05 15:25:34.507 I/OPENHU  ( 2921): [2] 1.invoke | WifiDirectManager: Updated localDeviceAddress via requestDeviceInfo: 02:00:00:00:00:00
09-05 15:25:34.517 I/OPENHU  ( 2921): [2] WifiDirectManager.onGroupInfoAvailable | WifiDirectManager: System Location Check: GPS=true, Network=true
09-05 15:25:34.519 I/OPENHU  ( 2921): [2] WifiDirectManager.logBssidSourceDump | WifiDirectManager: == BSSID source dump (iface=p2p-wlan0-1) ==
09-05 15:25:34.521 I/OPENHU  ( 2921): [2] WifiDirectManager.logBssidSourceDump$report | WifiDirectManager:   static override (Settings)       = 0
09-05 15:25:34.523 I/OPENHU  ( 2921): [2] WifiDirectManager.logBssidSourceDump$report | WifiDirectManager:   getGroupOwnerBssid()             = null
09-05 15:25:34.539 I/OPENHU  ( 2921): [2] WifiDirectManager.logBssidSourceDump$report | WifiDirectManager:   IPv6 link-local (p2p-wlan0-1)    = ca:90:9e:8d:87:49
09-05 15:25:34.545 I/OPENHU  ( 2921): [2] WifiDirectManager.logBssidSourceDump$report | WifiDirectManager:   IPv6 link-local (any p2p/ap)     = ca:90:9e:8d:87:49
09-05 15:25:34.559 W/OPENHU  ( 2921): [2] WifiDirectManager.getWifiDirectMac | WifiDirectManager: No valid MAC found in NetworkInterface scan for p2p-wlan0-1
09-05 15:25:34.560 I/OPENHU  ( 2921): [2] WifiDirectManager.logBssidSourceDump$report | WifiDirectManager:   NetworkInterface.hardwareAddress = 00:00:00:00:00:00
09-05 15:25:34.561 I/OPENHU  ( 2921): [2] WifiDirectManager.logBssidSourceDump$report | WifiDirectManager:   lastKnownBssid (null)            = null
09-05 15:25:34.562 I/OPENHU  ( 2921): [2] WifiDirectManager.logBssidSourceDump$report | WifiDirectManager:   requestDeviceInfo                = 02:00:00:00:00:00
09-05 15:25:34.563 I/OPENHU  ( 2921): [2] WifiDirectManager.logBssidSourceDump$report | WifiDirectManager:   group.owner.deviceAddress        = 02:00:00:00:00:00
09-05 15:25:34.567 I/OPENHU  ( 2921): [2] WifiDirectManager.getMacFromShell | WifiDirectManager: MAC retrieved via sysfs (p2p-wlan0-1): ca:90:9e:8d:87:49
09-05 15:25:34.568 I/OPENHU  ( 2921): [2] WifiDirectManager.logBssidSourceDump$report | WifiDirectManager:   sysfs / ip link                  = ca:90:9e:8d:87:49
09-05 15:25:34.571 I/OPENHU  ( 2921): [2] WifiDirectManager.logBssidSourceDump$report | WifiDirectManager:   Settings.Secure p2p address      = null
09-05 15:25:34.573 I/OPENHU  ( 2921): [2] WifiDirectManager.logBssidSourceDump$report | WifiDirectManager:   reflection over WifiP2pGroup     = null
09-05 15:25:34.573 I/OPENHU  ( 2921): [2] WifiDirectManager.logBssidSourceDump | WifiDirectManager: == end BSSID source dump ==
09-05 15:25:34.580 I/OPENHU  ( 2921): [2] WifiDirectManager.onGroupInfoAvailable | WifiDirectManager: BSSID read from the IPv6 link-local address of p2p-wlan0-1 (EUI-64): CA:90:9E:8D:87:49
09-05 15:25:34.580 I/OPENHU  ( 2921): [2] WifiDirectManager.onGroupInfoAvailable | WifiDirectManager: Initial BSSID from IPv6 link-local: CA:90:9E:8D:87:49
09-05 15:25:34.582 I/OPENHU  ( 2921): [2] WifiDirectManager.onGroupInfoAvailable | WifiDirectManager: onGroupInfoAvailable: SSID: DIRECT-TX-Navegadortz2, BSSID: CA:90:9E:8D:87:49 (source=IPv6 link-local), GO: true, IFACE: p2p-wlan0-1, Freq: 5805 MHz (5GHz)
09-05 15:25:34.586 I/OPENHU  ( 2921): [2] WifiDirectManager.onGroupInfoAvailable | WifiDirectManager: group identity ssid=DIRECT-TX-Navegadortz2 persistent=yes (netId 19) asked=persistent matchesRequest=yes bssid=CA:90:9E:8D:87:49 stable=no (same name but the BSSID moved from AA:EE:AE:C0:77:AA to CA:90:9E:8D:87:49; this unit re-addresses the group on every create) source=IPv6 link-local
09-05 15:25:34.592 W/OPENHU  ( 2921): [2] WifiDirectManager.logStationCoexistence | WifiDirectManager: This unit is connected to another WiFi network on 5500 MHz while hosting the WiFi Direct group on 5805 MHz. One radio has to retune between the two, which can cost the projected video and audio a few hundred milliseconds at a time. Measured units have run clean in this state, so read this as context for a report rather than as something to change.
09-05 15:25:34.593 I/OPENHU  ( 2921): [2] WifiDirectManager.notifyNativeGroupStarted | WifiDirectManager: Native AA WiFi Direct: 5GHz (5805 MHz), 5GHz requested, SSID=DIRECT-TX-Navegadortz2
09-05 15:25:34.604 I/OPENHU  ( 2921): [68] WifiDirectManager.onGroupInfoAvailable$lambda$7 | WifiDirectManager: SUCCESS - Providing credentials to listener. SSID=DIRECT-TX-Navegadortz2, IP=192.168.49.1, BSSID=CA:90:9E:8D:87:49, identity stable=no
09-05 15:25:34.605 I/OPENHU  ( 2921): [68] WifiLauncherNative.onNativeCredentials | AapService: Received WiFi credentials from manager (SSID=DIRECT-TX-Navegadortz2, IP=192.168.49.1). Updating and Triggering Poke.
09-05 15:25:34.606 I/OPENHU  ( 2921): [68] NativeAaHandshakeManager.updateWifiCredentials | NativeAA: Credentials updated. SSID=DIRECT-TX-Navegadortz2, IP=192.168.49.1, BSSID=CA:90:9E:8D:87:49, identity stable=no
09-05 15:25:34.608 I/OPENHU  ( 2921): [68] NativeAaHandshakeManager.triggerPoke | NativeAA: a chosen driver's wake poke is running — not replacing it with the multi-device loop.
09-05 15:25:34.770 I/OPENHU  ( 2921): [57] 1.invokeSuspend | NativeAA: Pre-poke credential wait completed. SSID=DIRECT-TX-Navegadortz2, IP=192.168.49.1 (waited 1400ms)
09-05 15:25:34.775 I/OPENHU  ( 2921): [57] 1.invokeSuspend | NativeAA: Attempting manual poke to motorola edge 30 neo...
09-05 15:25:34.790 I/OPENHU  ( 2921): [57] NativeAaHandshakeManager.noteHandsFreePokeSkip | NativeAA: Not poking motorola edge 30 neo (A0:46:5A:97:E4:95) — this head unit already holds a Bluetooth hands-free link, which a poke would take over and leave disconnected. That link is itself the connection a poke exists to create.
09-05 15:25:34.796 I/OPENHU  ( 2921): [57] 1.invokeSuspend | NativeAA: Manual poke to motorola edge 30 neo finished.
09-05 15:25:35.396 I/OPENHU  ( 2921): [2] WifiDirectManager.onConnectionInfoAvailable | WifiDirectManager: Group formed. Owner: true, GO IP: 192.168.49.1
09-05 15:25:35.401 I/OPENHU  ( 2921): [2] WifiDirectManager.onGroupInfoAvailable | WifiDirectManager: System Location Check: GPS=true, Network=true
09-05 15:25:35.407 I/OPENHU  ( 2921): [2] WifiDirectManager.onGroupInfoAvailable | WifiDirectManager: BSSID read from the IPv6 link-local address of p2p-wlan0-1 (EUI-64): CA:90:9E:8D:87:49
09-05 15:25:35.407 I/OPENHU  ( 2921): [2] WifiDirectManager.onGroupInfoAvailable | WifiDirectManager: Initial BSSID from IPv6 link-local: CA:90:9E:8D:87:49
09-05 15:25:35.409 I/OPENHU  ( 2921): [2] WifiDirectManager.onGroupInfoAvailable | WifiDirectManager: onGroupInfoAvailable: SSID: DIRECT-TX-Navegadortz2, BSSID: CA:90:9E:8D:87:49 (source=IPv6 link-local), GO: true, IFACE: p2p-wlan0-1, Freq: 5805 MHz (5GHz)
09-05 15:25:35.414 I/OPENHU  ( 2921): [2] 1.invoke | WifiDirectManager: Updated localDeviceAddress via requestDeviceInfo: 02:00:00:00:00:00
09-05 15:25:35.416 I/OPENHU  ( 2921): [69] WifiDirectManager.onGroupInfoAvailable$lambda$7 | WifiDirectManager: SUCCESS - Providing credentials to listener. SSID=DIRECT-TX-Navegadortz2, IP=192.168.49.1, BSSID=CA:90:9E:8D:87:49, identity stable=no
09-05 15:25:35.417 I/OPENHU  ( 2921): [69] WifiLauncherNative.onNativeCredentials | AapService: Received WiFi credentials from manager (SSID=DIRECT-TX-Navegadortz2, IP=192.168.49.1). Updating and Triggering Poke.
09-05 15:25:35.417 I/OPENHU  ( 2921): [69] NativeAaHandshakeManager.updateWifiCredentials | NativeAA: Credentials updated. SSID=DIRECT-TX-Navegadortz2, IP=192.168.49.1, BSSID=CA:90:9E:8D:87:49, identity stable=no
09-05 15:25:35.418 I/OPENHU  ( 2921): [69] NativeAaHandshakeManager.triggerPoke | NativeAA: a chosen driver's wake poke is running — not replacing it with the multi-device loop.
09-05 15:25:35.418 I/OPENHU  ( 2921): [2] WifiDirectManager.onGroupInfoAvailable | WifiDirectManager: System Location Check: GPS=true, Network=true
09-05 15:25:35.424 I/OPENHU  ( 2921): [2] WifiDirectManager.onGroupInfoAvailable | WifiDirectManager: BSSID read from the IPv6 link-local address of p2p-wlan0-1 (EUI-64): CA:90:9E:8D:87:49
09-05 15:25:35.425 I/OPENHU  ( 2921): [2] WifiDirectManager.onGroupInfoAvailable | WifiDirectManager: Initial BSSID from IPv6 link-local: CA:90:9E:8D:87:49
09-05 15:25:35.426 I/OPENHU  ( 2921): [2] WifiDirectManager.onGroupInfoAvailable | WifiDirectManager: onGroupInfoAvailable: SSID: DIRECT-TX-Navegadortz2, BSSID: CA:90:9E:8D:87:49 (source=IPv6 link-local), GO: true, IFACE: p2p-wlan0-1, Freq: 5805 MHz (5GHz)
09-05 15:25:35.434 I/OPENHU  ( 2921): [70] WifiDirectManager.onGroupInfoAvailable$lambda$7 | WifiDirectManager: SUCCESS - Providing credentials to listener. SSID=DIRECT-TX-Navegadortz2, IP=192.168.49.1, BSSID=CA:90:9E:8D:87:49, identity stable=no
09-05 15:25:35.435 I/OPENHU  ( 2921): [70] WifiLauncherNative.onNativeCredentials | AapService: Received WiFi credentials from manager (SSID=DIRECT-TX-Navegadortz2, IP=192.168.49.1). Updating and Triggering Poke.
09-05 15:25:35.436 I/OPENHU  ( 2921): [70] NativeAaHandshakeManager.updateWifiCredentials | NativeAA: Credentials updated. SSID=DIRECT-TX-Navegadortz2, IP=192.168.49.1, BSSID=CA:90:9E:8D:87:49, identity stable=no
09-05 15:25:35.436 I/OPENHU  ( 2921): [70] NativeAaHandshakeManager.triggerPoke | NativeAA: a chosen driver's wake poke is running — not replacing it with the multi-device loop.
09-05 15:25:38.260 I/OPENHU  ( 2921): [57] 2.invokeSuspend | NativeAA: Handling handshake for motorola edge 30 neo (A0:46:5A:97:E4:95) on local radio [Navegadortz2]
09-05 15:25:38.264 I/OPENHU  ( 2921): [57] 2.invokeSuspend | NativeAA: Saving A0:46:5A:97:E4:95 (motorola edge 30 neo) as the wake poke device.
09-05 15:25:38.569 I/OPENHU  ( 2921): [73] 2.invokeSuspend | NativeAA: Phone connected. Current credentials state: SSID=DIRECT-TX-Navegadortz2, IP=192.168.49.1
09-05 15:25:38.569 I/OPENHU  ( 2921): [73] 2.invokeSuspend | NativeAA: Waiting for WiFi credentials to be ready (Max 60s)...
09-05 15:25:38.571 I/OPENHU  ( 2921): [73] 2.invokeSuspend | NativeAA: this unit read its own WiFi address, so the missing-BSSID record is retired.
09-05 15:25:38.572 I/OPENHU  ( 2921): [73] 2.invokeSuspend | NativeAA: Starting Handshake Exchange:
09-05 15:25:38.572 I/OPENHU  ( 2921): [73] 2.invokeSuspend |   > Target SSID: DIRECT-TX-Navegadortz2
09-05 15:25:38.573 I/OPENHU  ( 2921): [73] 2.invokeSuspend |   > Target IP:   192.168.49.1:5288
09-05 15:25:38.573 I/OPENHU  ( 2921): [73] 2.invokeSuspend |   > BSSID:       CA:90:9E:8D:87:49
09-05 15:25:38.574 I/OPENHU  ( 2921): [73] 2.invokeSuspend$runAction | NativeAA: [TX] Sending WifiStartRequest (Type 1)
09-05 15:25:38.598 I/OPENHU  ( 2921): [73] NativeAaHandshakeManager.sendProtobuf | NativeAA: [TX] Wrote TYPE 1 (size 19) to Bluetooth (write() returned; delivery unconfirmed)
09-05 15:25:38.653 I/OPENHU  ( 2921): [73] 2.invokeSuspend$tick | NativeAA: [RX] Received Type 2 (Payload size: 0)
09-05 15:25:38.654 I/OPENHU  ( 2921): [73] 2.invokeSuspend$runAction | NativeAA: Phone ready for WiFi association. Delivering credentials...
09-05 15:25:38.655 I/OPENHU  ( 2921): [73] 2.invokeSuspend$runAction | NativeAA: [TX] Sending WifiInfoResponse (Type 3) with full credentials in 1000ms...
09-05 15:25:39.661 I/OPENHU  ( 2921): [73] NativeAaHandshakeManager.sendProtobuf | NativeAA: [TX] Wrote TYPE 3 (size 61) to Bluetooth (write() returned; delivery unconfirmed)
09-05 15:25:39.662 I/OPENHU  ( 2921): [73] 2.invokeSuspend$runAction | NativeAA: Handshake completed successfully on Bluetooth side.
09-05 15:25:39.665 I/OPENHU  ( 2921): [73] 2.invokeSuspend$tick | NativeAA: [RX] Received Type 7 (Payload size: 2)
09-05 15:25:39.669 I/OPENHU  ( 2921): [73] NativeAaHandshakeManager.logReceivedDetail | NativeAA: [RX] WifiStartResponse ip= status=SUCCESS(0)
09-05 15:25:45.684 I/OPENHU  ( 2921): [2] 1.onReceive | WifiDirectManager: Connected. Requesting info...
09-05 15:25:45.692 I/OPENHU  ( 2921): [2] WifiDirectManager.onConnectionInfoAvailable | WifiDirectManager: Group formed. Owner: true, GO IP: 192.168.49.1
09-05 15:25:45.697 I/OPENHU  ( 2921): [2] 1.invoke | WifiDirectManager: Updated localDeviceAddress via requestDeviceInfo: 02:00:00:00:00:00
09-05 15:25:45.703 I/OPENHU  ( 2921): [2] WifiDirectManager.onGroupInfoAvailable | WifiDirectManager: System Location Check: GPS=true, Network=true
09-05 15:25:45.715 I/OPENHU  ( 2921): [2] WifiDirectManager.onGroupInfoAvailable | WifiDirectManager: BSSID read from the IPv6 link-local address of p2p-wlan0-1 (EUI-64): CA:90:9E:8D:87:49
09-05 15:25:45.715 I/OPENHU  ( 2921): [2] WifiDirectManager.onGroupInfoAvailable | WifiDirectManager: Initial BSSID from IPv6 link-local: CA:90:9E:8D:87:49
09-05 15:25:45.717 I/OPENHU  ( 2921): [2] WifiDirectManager.onGroupInfoAvailable | WifiDirectManager: onGroupInfoAvailable: SSID: DIRECT-TX-Navegadortz2, BSSID: CA:90:9E:8D:87:49 (source=IPv6 link-local), GO: true, IFACE: p2p-wlan0-1, Freq: 5805 MHz (5GHz)
09-05 15:25:45.725 I/OPENHU  ( 2921): [74] WifiDirectManager.onGroupInfoAvailable$lambda$7 | WifiDirectManager: SUCCESS - Providing credentials to listener. SSID=DIRECT-TX-Navegadortz2, IP=192.168.49.1, BSSID=CA:90:9E:8D:87:49, identity stable=no
09-05 15:25:45.725 I/OPENHU  ( 2921): [74] WifiLauncherNative.onNativeCredentials | AapService: Received WiFi credentials from manager (SSID=DIRECT-TX-Navegadortz2, IP=192.168.49.1). Updating and Triggering Poke.
09-05 15:25:45.726 I/OPENHU  ( 2921): [74] NativeAaHandshakeManager.updateWifiCredentials | NativeAA: Credentials updated. SSID=DIRECT-TX-Navegadortz2, IP=192.168.49.1, BSSID=CA:90:9E:8D:87:49, identity stable=no
09-05 15:25:45.727 I/OPENHU  ( 2921): [74] NativeAaHandshakeManager.triggerPoke | NativeAA: Handoff still settling — not starting a poke that would compete with the phone's WiFi association.
09-05 15:25:46.169 I/OPENHU  ( 2921): [72] 2.invokeSuspend$tick | NativeAA: [RX] Received Type 6 (Payload size: 2)
09-05 15:25:46.173 I/OPENHU  ( 2921): [72] NativeAaHandshakeManager.logReceivedDetail | NativeAA: [RX] WifiConnectStatus status=SUCCESS(0) (SUCCESS = the phone got onto our network)
09-05 15:25:46.175 I/OPENHU  ( 2921): [72] 2.invokeSuspend$runAction | NativeAA: Phone reports it is still joining — extending the settling window.
09-05 15:25:46.386 I/OPENHU  ( 2921): [51] 1.invokeSuspend | WirelessServer: Incoming connection detected from /192.168.49.189
09-05 15:25:46.390 I/OPENHU  ( 2921): [2] 2.invokeSuspend | WirelessServer: Accepted client connection from /192.168.49.189. Passing to CommManager...
09-05 15:25:46.402 I/OPENHU  ( 2921): [2] AapService.emitSessionState | AapService: session state connecting
09-05 15:25:46.406 I/OPENHU  ( 2921): [72] SocketProjectionConnection.applyLowLatencySocketOptions | Socket low-latency options: tcpNoDelay=true, recvBuf=524288, sendBuf=524288
09-05 15:25:46.414 I/OPENHU  ( 2921): [2] AapService.emitSessionState | AapService: session state connected
09-05 15:25:46.424 I/OPENHU  ( 2921): [2] WifiDirectManager.noteSessionHosted | WifiDirectManager: this group has carried a session, so the join watchdog will not recreate it if the phone leaves.
09-05 15:25:46.430 I/OPENHU  ( 2921): [2] AapService.acquireWifiLock | WifiLock acquired (HIGH_PERF)
09-05 15:25:46.442 I/OPENHU  ( 2921): [2] AapService.onConnected | AapService: Starting GpsLocationService and NightModeManager since connection is established
09-05 15:25:46.450 I/OPENHU  ( 2921): [72] 2.invokeSuspend$runAction | NativeAA: WiFi session landed. Handshake session ending, releasing Bluetooth connection.
09-05 15:25:46.450 I/OPENHU  ( 2921): [2] 1.invoke | NightMode update: false
09-05 15:25:46.454 I/OPENHU  ( 2921): [72] 2.invokeSuspend | NativeAA: BT Handshake socket closed.
09-05 15:25:46.482 I/OPENHU  ( 2921): [2] GpsLocation.start | Request location updates
